Employee ID,Department,JobRole,JobLevel,Working Years,MonthlyIncome,Exit Risk,Replacement Cost,Risk,Cost
900,Research & Development,Research Scientist,1,11,"$3,692 ",NO,"$13,768 ",49.10%,13768
1065,Research & Development,Healthcare Representative,2,3,"$4,035 ",NO,"$14,140 ",49.10%,14140
1219,Research & Development,Laboratory Technician,1,5,"$2,974 ",NO,"$10,896 ",49.10%,10896
1263,Research & Development,Laboratory Technician,1,5,"$2,766 ",NO,"$10,064 ",49.10%,10064
210,Sales,Sales Executive,3,14,"$10,400 ",NO,"$38,600 ",49.10%,38600
490,Research & Development,Research Scientist,1,0,"$2,619 ",NO,"$9,476 ",49.10%,9476
727,Research & Development,Research Scientist,1,0,"$1,051 ",NO,"$3,204 ",49.10%,3204
638,Sales,Sales Executive,2,5,"$4,256 ",NO,"$15,024 ",49.10%,15024
431,Research & Development,Laboratory Technician,2,1,"$3,780 ",NO,"$13,120 ",49.10%,13120
702,Sales,Sales Executive,3,8,"$7,264 ",NO,"$26,056 ",49.10%,26056
30,Research & Development,Laboratory Technician,1,1,"$2,496 ",NO,"$8,984 ",49.00%,8984
1027,Research & Development,Laboratory Technician,1,5,"$3,294 ",NO,"$12,176 ",49.00%,12176
221,Research & Development,Research Scientist,1,3,"$2,622 ",NO,"$9,488 ",49.00%,9488
1108,Research & Development,Laboratory Technician,1,3,"$2,450 ",NO,"$8,800 ",49.00%,8800
37,Sales,Sales Representative,1,2,"$2,014 ",NO,"$7,056 ",49.00%,7056
1285,Sales,Sales Executive,2,2,"$7,991 ",NO,"$29,964 ",49.00%,29964
274,Research & Development,Research Scientist,1,3,"$3,230 ",NO,"$11,920 ",49.00%,11920
781,Research & Development,Laboratory Technician,1,5,"$3,955 ",NO,"$14,820 ",49.00%,14820
706,Sales,Sales Executive,4,1,"$13,194 ",NO,"$48,776 ",49.00%,48776
1336,Research & Development,Research Scientist,1,5,"$2,662 ",NO,"$9,648 ",49.00%,9648
498,Research & Development,Research Scientist,1,2,"$2,773 ",NO,"$10,092 ",49.00%,10092
850,Sales,Sales Representative,1,1,"$2,827 ",NO,"$10,308 ",49.00%,10308
310,Human Resources,Human Resources,2,2,"$6,410 ",NO,"$23,640 ",49.00%,23640
402,Sales,Sales Executive,2,5,"$6,577 ",NO,"$24,308 ",49.00%,24308
41,Research & Development,Laboratory Technician,1,1,"$2,341 ",NO,"$8,364 ",49.00%,8364
1094,Sales,Sales Executive,2,8,"$5,473 ",NO,"$19,892 ",49.00%,19892
876,Sales,Sales Representative,1,2,"$2,678 ",NO,"$9,712 ",49.00%,9712
1180,Research & Development,Laboratory Technician,1,4,"$2,013 ",NO,"$7,052 ",49.00%,7052
347,Sales,Sales Representative,2,0,"$2,976 ",NO,"$9,904 ",49.00%,9904
1325,Research & Development,Laboratory Technician,1,0,"$3,968 ",NO,"$14,872 ",49.00%,14872
998,Research & Development,Research Scientist,1,4,"$3,904 ",NO,"$14,616 ",49.00%,14616
43,Sales,Sales Executive,3,9,"$8,726 ",NO,"$31,904 ",49.00%,31904
758,Sales,Manager,3,6,"$11,904 ",NO,"$44,616 ",49.00%,44616
824,Research & Development,Laboratory Technician,2,1,"$4,272 ",NO,"$15,088 ",49.00%,15088
1069,Research & Development,Research Scientist,1,1,"$1,563 ",NO,"$5,252 ",49.00%,5252
268,Research & Development,Healthcare Representative,4,20,"$13,496 ",NO,"$49,984 ",49.00%,49984
793,Research & Development,Laboratory Technician,1,4,"$2,207 ",NO,"$7,828 ",49.00%,7828
315,Research & Development,Laboratory Technician,1,8,"$2,455 ",NO,"$8,820 ",49.00%,8820
372,Research & Development,Healthcare Representative,2,1,"$6,540 ",NO,"$24,160 ",49.00%,24160
970,Sales,Sales Representative,1,1,"$2,534 ",NO,"$9,136 ",49.00%,9136
364,Research & Development,Laboratory Technician,1,5,"$3,452 ",NO,"$12,808 ",49.00%,12808
459,Research & Development,Healthcare Representative,2,8,"$6,811 ",NO,"$25,244 ",49.00%,25244
94,Sales,Sales Executive,2,11,"$5,010 ",NO,"$18,040 ",49.00%,18040
761,Research & Development,Laboratory Technician,2,1,"$4,834 ",NO,"$17,336 ",49.00%,17336
200,Research & Development,Manufacturing Director,2,2,"$4,298 ",NO,"$15,192 ",49.00%,15192
1238,Research & Development,Laboratory Technician,1,3,"$3,295 ",NO,"$12,180 ",49.00%,12180
1330,Research & Development,Manager,5,16,"$19,392 ",NO,"$72,568 ",49.00%,72568
906,Research & Development,Research Scientist,1,1,"$2,585 ",NO,"$9,340 ",49.00%,9340
262,Research & Development,Laboratory Technician,2,6,"$2,176 ",NO,"$6,704 ",49.00%,6704
282,Sales,Sales Executive,2,10,"$4,554 ",NO,"$16,216 ",49.00%,16216
974,Sales,Sales Executive,2,6,"$5,071 ",NO,"$18,284 ",49.00%,18284
169,Research & Development,Research Scientist,1,5,"$3,038 ",NO,"$11,152 ",49.00%,11152
119,Sales,Manager,4,25,"$16,959 ",NO,"$63,836 ",49.00%,63836
1230,Research & Development,Laboratory Technician,1,6,"$3,907 ",NO,"$14,628 ",49.00%,14628
49,Research & Development,Laboratory Technician,1,1,"$2,269 ",NO,"$8,076 ",49.00%,8076
1394,Research & Development,Manufacturing Director,2,1,"$9,679 ",NO,"$36,716 ",49.00%,36716
1321,Research & Development,Laboratory Technician,1,2,"$2,105 ",NO,"$7,420 ",49.00%,7420
545,Sales,Sales Executive,2,8,"$5,304 ",NO,"$19,216 ",49.00%,19216
1046,Research & Development,Research Scientist,1,5,"$3,420 ",NO,"$12,680 ",49.00%,12680
504,Sales,Sales Executive,2,1,"$4,286 ",NO,"$15,144 ",49.00%,15144
470,Sales,Sales Representative,1,2,"$2,400 ",NO,"$8,600 ",49.00%,8600
840,Research & Development,Laboratory Technician,1,8,"$2,258 ",NO,"$8,032 ",49.00%,8032
964,Sales,Sales Executive,2,10,"$6,125 ",NO,"$22,500 ",49.00%,22500
831,Research & Development,Laboratory Technician,1,2,"$2,610 ",NO,"$9,440 ",48.90%,9440
623,Research & Development,Research Scientist,1,5,"$3,761 ",NO,"$14,044 ",48.90%,14044
218,Sales,Sales Executive,3,19,"$8,865 ",NO,"$32,460 ",48.90%,32460
1129,Research & Development,Manager,5,1,"$19,613 ",NO,"$73,452 ",48.90%,73452
910,Research & Development,Research Scientist,1,1,"$1,223 ",NO,"$3,892 ",48.90%,3892
1269,Human Resources,Human Resources,1,9,"$3,539 ",NO,"$13,156 ",48.90%,13156
780,Research & Development,Healthcare Representative,3,10,"$8,722 ",NO,"$31,888 ",48.90%,31888
1423,Research & Development,Research Scientist,1,3,"$3,375 ",NO,"$12,500 ",48.90%,12500
1082,Research & Development,Laboratory Technician,2,4,"$2,272 ",NO,"$7,088 ",48.90%,7088
712,Research & Development,Research Scientist,1,3,"$3,452 ",NO,"$12,808 ",48.90%,12808
1231,Research & Development,Healthcare Representative,2,10,"$5,562 ",NO,"$20,248 ",48.90%,20248
196,Research & Development,Laboratory Technician,2,6,"$4,425 ",NO,"$15,700 ",48.90%,15700
1015,Research & Development,Research Scientist,1,4,"$2,996 ",NO,"$10,984 ",48.90%,10984
1193,Research & Development,Laboratory Technician,1,4,"$2,440 ",NO,"$8,760 ",48.90%,8760
366,Sales,Sales Executive,2,8,"$9,355 ",NO,"$35,420 ",48.90%,35420
1070,Sales,Sales Executive,2,4,"$4,898 ",NO,"$17,592 ",48.90%,17592
1384,Sales,Sales Executive,3,14,"$9,888 ",NO,"$36,552 ",48.90%,36552
647,Research & Development,Manufacturing Director,3,13,"$10,903 ",NO,"$40,612 ",48.90%,40612
945,Research & Development,Research Director,4,3,"$16,880 ",NO,"$63,520 ",48.90%,63520
671,Research & Development,Laboratory Technician,1,1,"$2,008 ",NO,"$7,032 ",48.90%,7032
1064,Human Resources,Human Resources,1,5,"$2,064 ",NO,"$7,256 ",48.90%,7256
775,Sales,Sales Executive,3,1,"$10,798 ",NO,"$40,192 ",48.90%,40192
620,Research & Development,Research Scientist,1,6,"$2,559 ",NO,"$9,236 ",48.90%,9236
250,Research & Development,Manufacturing Director,3,1,"$10,048 ",NO,"$37,192 ",48.90%,37192
1052,Research & Development,Research Scientist,1,1,"$1,274 ",NO,"$4,096 ",48.90%,4096
942,Research & Development,Healthcare Representative,3,7,"$7,094 ",NO,"$25,376 ",48.90%,25376
640,Research & Development,Laboratory Technician,1,5,"$3,162 ",NO,"$11,648 ",48.90%,11648
1004,Research & Development,Laboratory Technician,1,7,"$3,578 ",NO,"$13,312 ",48.90%,13312
617,Research & Development,Healthcare Representative,2,5,"$5,933 ",NO,"$21,732 ",48.90%,21732
1049,Sales,Sales Executive,2,2,"$5,301 ",NO,"$19,204 ",48.90%,19204
1417,Sales,Sales Representative,1,2,"$3,067 ",NO,"$11,268 ",48.90%,11268
951,Sales,Sales Executive,2,19,"$6,151 ",NO,"$22,604 ",48.90%,22604
228,Sales,Sales Executive,3,10,"$8,789 ",NO,"$32,156 ",48.90%,32156
550,Research & Development,Laboratory Technician,1,4,"$2,500 ",NO,"$9,000 ",48.90%,9000
1149,Research & Development,Laboratory Technician,1,7,"$4,066 ",NO,"$15,264 ",48.90%,15264
24,Research & Development,Research Scientist,1,4,"$2,960 ",NO,"$10,840 ",48.90%,10840
501,Research & Development,Research Scientist,1,1,"$2,083 ",NO,"$7,332 ",48.90%,7332
482,Sales,Sales Executive,2,3,"$4,233 ",NO,"$14,932 ",48.90%,14932
586,Research & Development,Laboratory Technician,1,1,"$2,694 ",NO,"$9,776 ",48.90%,9776
333,Research & Development,Healthcare Representative,3,1,"$9,985 ",NO,"$36,940 ",48.90%,36940
176,Research & Development,Research Scientist,1,3,"$2,500 ",NO,"$9,000 ",48.90%,9000
1275,Research & Development,Manager,3,2,"$13,116 ",NO,"$49,464 ",48.90%,49464
1260,Research & Development,Research Scientist,1,7,"$2,718 ",NO,"$9,872 ",48.90%,9872
146,Research & Development,Laboratory Technician,1,5,"$2,720 ",NO,"$9,880 ",48.90%,9880
934,Research & Development,Research Scientist,1,2,"$2,096 ",NO,"$7,384 ",48.90%,7384
818,Sales,Sales Representative,1,2,"$2,791 ",NO,"$10,164 ",48.90%,10164
1212,Research & Development,Research Scientist,1,10,"$2,929 ",NO,"$10,716 ",48.90%,10716
136,Research & Development,Manufacturing Director,3,4,"$10,650 ",NO,"$39,600 ",48.90%,39600
659,Sales,Sales Executive,2,4,"$4,908 ",NO,"$17,632 ",48.90%,17632
865,Sales,Sales Executive,2,4,"$4,115 ",NO,"$14,460 ",48.90%,14460
1334,Research & Development,Research Scientist,1,7,"$4,774 ",NO,"$18,096 ",48.90%,18096
1147,Research & Development,Laboratory Technician,1,9,"$3,211 ",NO,"$11,844 ",48.90%,11844
532,Sales,Sales Executive,2,7,"$4,960 ",NO,"$17,840 ",48.90%,17840
1134,Research & Development,Laboratory Technician,1,1,"$2,690 ",NO,"$9,760 ",48.90%,9760
565,Research & Development,Research Scientist,1,2,"$3,505 ",NO,"$13,020 ",48.90%,13020
1302,Research & Development,Laboratory Technician,1,5,"$2,705 ",NO,"$9,820 ",48.90%,9820
806,Research & Development,Healthcare Representative,3,8,"$10,445 ",NO,"$38,780 ",48.90%,38780
415,Sales,Sales Representative,1,2,"$2,351 ",NO,"$8,404 ",48.90%,8404
131,Sales,Sales Executive,3,2,"$9,208 ",NO,"$33,832 ",48.90%,33832
191,Research & Development,Research Scientist,1,7,"$2,279 ",NO,"$8,116 ",48.90%,8116
128,Research & Development,Laboratory Technician,1,2,"$2,523 ",NO,"$9,092 ",48.90%,9092
1138,Research & Development,Healthcare Representative,4,30,"$11,245 ",NO,"$40,980 ",48.90%,40980
352,Sales,Manager,3,0,"$12,504 ",NO,"$47,016 ",48.90%,47016
581,Research & Development,Laboratory Technician,1,2,"$3,833 ",NO,"$14,332 ",48.90%,14332
260,Research & Development,Laboratory Technician,1,5,"$2,794 ",NO,"$10,176 ",48.90%,10176
1241,Sales,Sales Executive,3,4,"$9,610 ",NO,"$35,440 ",48.80%,35440
1389,Research & Development,Research Scientist,2,10,"$5,003 ",NO,"$18,012 ",48.80%,18012
125,Research & Development,Research Scientist,1,5,"$2,368 ",NO,"$8,472 ",48.80%,8472
198,Research & Development,Manufacturing Director,2,1,"$6,553 ",NO,"$24,212 ",48.80%,24212
606,Research & Development,Research Scientist,1,5,"$2,553 ",NO,"$9,212 ",48.80%,9212
181,Research & Development,Research Scientist,1,3,"$2,311 ",NO,"$8,244 ",48.80%,8244
1393,Sales,Sales Executive,2,7,"$4,105 ",NO,"$14,420 ",48.80%,14420
1309,Sales,Sales Executive,2,5,"$4,684 ",NO,"$16,736 ",48.80%,16736
40,Research & Development,Laboratory Technician,1,1,"$1,951 ",NO,"$6,804 ",48.80%,6804
1041,Sales,Sales Executive,2,5,"$8,463 ",NO,"$31,852 ",48.80%,31852
678,Research & Development,Research Scientist,1,0,"$2,259 ",NO,"$8,036 ",48.80%,8036
1152,Research & Development,Research Scientist,1,2,"$3,117 ",NO,"$11,468 ",48.80%,11468
789,Human Resources,Human Resources,3,20,"$10,482 ",NO,"$38,928 ",48.80%,38928
884,Sales,Sales Executive,2,5,"$6,852 ",NO,"$25,408 ",48.80%,25408
866,Sales,Sales Executive,2,0,"$4,327 ",NO,"$15,308 ",48.80%,15308
12,Research & Development,Research Scientist,1,5,"$2,911 ",NO,"$10,644 ",48.80%,10644
379,Research & Development,Manager,4,5,"$16,659 ",NO,"$62,636 ",48.80%,62636
386,Research & Development,Laboratory Technician,1,18,"$3,034 ",NO,"$11,136 ",48.80%,11136
987,Sales,Sales Executive,3,4,"$10,596 ",NO,"$39,384 ",48.80%,39384
1293,Research & Development,Research Scientist,1,3,"$2,438 ",NO,"$8,752 ",48.80%,8752
423,Sales,Sales Executive,3,9,"$8,412 ",NO,"$30,648 ",48.80%,30648
1248,Research & Development,Research Scientist,1,6,"$3,445 ",NO,"$12,780 ",48.80%,12780
949,Research & Development,Manufacturing Director,2,8,"$4,534 ",NO,"$16,136 ",48.80%,16136
728,Research & Development,Manufacturing Director,3,10,"$10,739 ",NO,"$39,956 ",48.80%,39956
880,Research & Development,Laboratory Technician,1,2,"$2,743 ",NO,"$9,972 ",48.80%,9972
292,Sales,Sales Representative,1,2,"$2,789 ",NO,"$10,156 ",48.80%,10156
687,Research & Development,Laboratory Technician,1,11,"$2,519 ",NO,"$9,076 ",48.80%,9076
1366,Sales,Sales Executive,2,3,"$5,736 ",NO,"$20,944 ",48.80%,20944
1103,Sales,Sales Executive,2,8,"$6,439 ",NO,"$23,756 ",48.80%,23756
668,Research & Development,Research Scientist,1,2,"$2,377 ",NO,"$8,508 ",48.80%,8508
721,Research & Development,Manufacturing Director,4,12,"$13,973 ",NO,"$51,892 ",48.80%,51892
1251,Sales,Sales Executive,3,7,"$7,140 ",NO,"$25,560 ",48.80%,25560
1428,Sales,Sales Representative,1,2,"$2,269 ",NO,"$8,076 ",48.80%,8076
322,Research & Development,Research Scientist,2,7,"$5,055 ",NO,"$18,220 ",48.80%,18220
676,Research & Development,Healthcare Representative,2,10,"$4,014 ",NO,"$14,056 ",48.80%,14056
685,Sales,Sales Executive,2,7,"$4,294 ",NO,"$15,176 ",48.80%,15176
399,Research & Development,Laboratory Technician,1,4,"$2,218 ",NO,"$7,872 ",48.80%,7872
599,Human Resources,Human Resources,1,5,"$2,143 ",NO,"$7,572 ",48.80%,7572
608,Sales,Sales Executive,2,9,"$5,160 ",NO,"$18,640 ",48.80%,18640
527,Sales,Sales Executive,2,10,"$5,396 ",NO,"$19,584 ",48.80%,19584
563,Sales,Sales Executive,2,6,"$6,180 ",NO,"$22,720 ",48.80%,22720
580,Sales,Sales Representative,1,3,"$2,572 ",NO,"$9,288 ",48.80%,9288
868,Research & Development,Laboratory Technician,1,6,"$3,196 ",NO,"$11,784 ",48.80%,11784
238,Sales,Sales Representative,1,4,"$3,931 ",NO,"$14,724 ",48.80%,14724
1100,Sales,Sales Representative,1,5,"$2,430 ",NO,"$8,720 ",48.80%,8720
426,Research & Development,Laboratory Technician,1,11,"$2,564 ",NO,"$9,256 ",48.80%,9256
1234,Sales,Sales Executive,2,1,"$4,978 ",NO,"$17,912 ",48.80%,17912
836,Sales,Sales Executive,3,11,"$7,336 ",NO,"$26,344 ",48.80%,26344
1198,Sales,Sales Executive,2,6,"$5,368 ",NO,"$19,472 ",48.80%,19472
965,Research & Development,Laboratory Technician,1,3,"$3,669 ",NO,"$13,676 ",48.80%,13676
495,Sales,Sales Representative,1,4,"$3,041 ",NO,"$11,164 ",48.80%,11164
954,Research & Development,Manager,4,20,"$17,861 ",NO,"$67,444 ",48.80%,67444
754,Sales,Sales Representative,1,2,"$2,342 ",NO,"$8,368 ",48.80%,8368
1048,Sales,Sales Executive,2,13,"$4,759 ",NO,"$17,036 ",48.80%,17036
1324,Research & Development,Healthcare Representative,2,7,"$6,384 ",NO,"$23,536 ",48.80%,23536
1218,Sales,Sales Executive,3,10,"$9,241 ",NO,"$33,964 ",48.80%,33964
853,Research & Development,Research Scientist,1,1,"$2,552 ",NO,"$9,208 ",48.80%,9208
957,Research & Development,Research Scientist,1,4,"$3,544 ",NO,"$13,176 ",48.80%,13176
1247,Sales,Sales Executive,2,5,"$8,346 ",NO,"$31,384 ",48.80%,31384
984,Sales,Sales Executive,2,5,"$4,724 ",NO,"$16,896 ",48.80%,16896
771,Sales,Sales Executive,3,9,"$10,686 ",NO,"$39,744 ",48.80%,39744
1289,Human Resources,Human Resources,1,11,"$2,592 ",NO,"$9,368 ",48.80%,9368
579,Research & Development,Research Scientist,1,6,"$4,381 ",NO,"$16,524 ",48.80%,16524
736,Research & Development,Healthcare Representative,3,15,"$10,999 ",NO,"$40,996 ",48.80%,40996
1022,Research & Development,Laboratory Technician,1,6,"$3,500 ",NO,"$13,000 ",48.80%,13000
85,Research & Development,Manufacturing Director,3,6,"$7,260 ",NO,"$26,040 ",48.80%,26040
375,Research & Development,Healthcare Representative,3,5,"$10,965 ",NO,"$40,860 ",48.80%,40860
446,Sales,Sales Executive,2,14,"$6,230 ",NO,"$22,920 ",48.80%,22920
158,Sales,Sales Executive,3,12,"$10,855 ",NO,"$40,420 ",48.80%,40420
555,Sales,Sales Representative,1,2,"$2,297 ",NO,"$8,188 ",48.80%,8188
1092,Research & Development,Research Scientist,1,5,"$2,132 ",NO,"$7,528 ",48.80%,7528
396,Research & Development,Healthcare Representative,2,5,"$4,522 ",NO,"$16,088 ",48.80%,16088
737,Research & Development,Manufacturing Director,2,2,"$5,003 ",NO,"$18,012 ",48.80%,18012
179,Research & Development,Laboratory Technician,1,2,"$2,288 ",NO,"$8,152 ",48.80%,8152
1414,Research & Development,Healthcare Representative,3,17,"$8,633 ",NO,"$31,532 ",48.80%,31532
1042,Research & Development,Laboratory Technician,1,5,"$3,162 ",NO,"$11,648 ",48.80%,11648
936,Research & Development,Manager,5,0,"$18,061 ",NO,"$67,244 ",48.80%,67244
483,Research & Development,Laboratory Technician,2,3,"$3,681 ",NO,"$12,724 ",48.80%,12724
456,Sales,Manager,3,5,"$11,557 ",NO,"$43,228 ",48.80%,43228
212,Sales,Sales Executive,2,7,"$9,981 ",NO,"$37,924 ",48.80%,37924
74,Research & Development,Laboratory Technician,1,1,"$3,038 ",NO,"$11,152 ",48.80%,11152
493,Human Resources,Human Resources,2,2,"$5,985 ",NO,"$21,940 ",48.80%,21940
29,Sales,Manager,5,2,"$18,947 ",NO,"$70,788 ",48.80%,70788
786,Research & Development,Laboratory Technician,1,3,"$4,621 ",NO,"$17,484 ",48.80%,17484
1120,Sales,Sales Executive,2,3,"$4,198 ",NO,"$14,792 ",48.80%,14792
240,Research & Development,Laboratory Technician,1,3,"$2,232 ",NO,"$7,928 ",48.80%,7928
220,Research & Development,Laboratory Technician,2,13,"$5,914 ",NO,"$21,656 ",48.80%,21656
993,Sales,Sales Executive,2,3,"$6,232 ",NO,"$22,928 ",48.80%,22928
61,Research & Development,Laboratory Technician,2,10,"$2,406 ",NO,"$7,624 ",48.80%,7624
95,Research & Development,Research Director,3,4,"$13,549 ",NO,"$51,196 ",48.80%,51196
515,Research & Development,Laboratory Technician,1,1,"$1,281 ",NO,"$4,124 ",48.80%,4124
226,Sales,Sales Representative,1,9,"$2,793 ",NO,"$10,172 ",48.80%,10172
522,Research & Development,Research Scientist,1,1,"$4,680 ",NO,"$17,720 ",48.70%,17720
1109,Sales,Sales Executive,3,4,"$9,250 ",NO,"$34,000 ",48.70%,34000
161,Research & Development,Research Scientist,1,2,"$2,024 ",NO,"$7,096 ",48.70%,7096
1089,Research & Development,Research Scientist,2,10,"$4,285 ",NO,"$15,140 ",48.70%,15140
526,Research & Development,Healthcare Representative,2,20,"$4,553 ",NO,"$16,212 ",48.70%,16212
1099,Research & Development,Healthcare Representative,3,10,"$7,441 ",NO,"$26,764 ",48.70%,26764
1452,Sales,Sales Executive,2,6,"$6,728 ",NO,"$24,912 ",48.70%,24912
904,Research & Development,Research Director,5,1,"$18,265 ",NO,"$68,060 ",48.70%,68060
615,Research & Development,Research Scientist,1,0,"$1,706 ",NO,"$5,824 ",48.70%,5824
241,Sales,Sales Executive,2,3,"$4,465 ",NO,"$15,860 ",48.70%,15860
469,Sales,Sales Executive,2,4,"$4,707 ",NO,"$16,828 ",48.70%,16828
1468,Sales,Sales Executive,2,9,"$5,390 ",NO,"$19,560 ",48.70%,19560
684,Sales,Sales Executive,3,1,"$9,705 ",NO,"$35,820 ",48.70%,35820
154,Sales,Sales Executive,3,9,"$8,998 ",NO,"$32,992 ",48.70%,32992
516,Research & Development,Research Scientist,1,3,"$2,819 ",NO,"$10,276 ",48.70%,10276
317,Research & Development,Research Scientist,2,8,"$4,941 ",NO,"$17,764 ",48.70%,17764
1227,Research & Development,Laboratory Technician,1,5,"$3,477 ",NO,"$12,908 ",48.70%,12908
1206,Research & Development,Laboratory Technician,1,7,"$2,570 ",NO,"$9,280 ",48.70%,9280
1013,Sales,Sales Executive,2,3,"$4,779 ",NO,"$17,116 ",48.70%,17116
812,Research & Development,Manufacturing Director,3,8,"$10,820 ",NO,"$40,280 ",48.70%,40280
569,Sales,Sales Executive,3,10,"$7,587 ",NO,"$27,348 ",48.70%,27348
1282,Research & Development,Research Scientist,1,10,"$3,143 ",NO,"$11,572 ",48.70%,11572
1143,Sales,Sales Executive,2,10,"$4,385 ",NO,"$15,540 ",48.70%,15540
938,Research & Development,Research Scientist,1,2,"$2,372 ",NO,"$8,488 ",48.70%,8488
1107,Human Resources,Human Resources,2,6,"$6,077 ",NO,"$22,308 ",48.70%,22308
183,Research & Development,Laboratory Technician,1,3,"$3,690 ",NO,"$13,760 ",48.70%,13760
816,Research & Development,Laboratory Technician,2,5,"$6,782 ",NO,"$25,128 ",48.70%,25128
837,Research & Development,Research Director,3,18,"$13,499 ",NO,"$50,996 ",48.70%,50996
134,Human Resources,Human Resources,1,8,"$2,942 ",NO,"$10,768 ",48.70%,10768
941,Research & Development,Laboratory Technician,2,9,"$4,627 ",NO,"$16,508 ",48.70%,16508
328,Sales,Sales Executive,2,7,"$4,682 ",NO,"$16,728 ",48.70%,16728
449,Research & Development,Laboratory Technician,1,8,"$3,755 ",NO,"$14,020 ",48.70%,14020
89,Sales,Sales Executive,3,9,"$9,619 ",NO,"$35,476 ",48.70%,35476
1455,Research & Development,Research Scientist,1,2,"$2,809 ",NO,"$10,236 ",48.70%,10236
115,Sales,Sales Executive,3,5,"$7,428 ",NO,"$26,712 ",48.70%,26712
1367,Research & Development,Research Scientist,1,5,"$2,226 ",NO,"$7,904 ",48.70%,7904
374,Sales,Sales Executive,2,7,"$5,253 ",NO,"$19,012 ",48.70%,19012
1030,Sales,Sales Executive,3,13,"$10,793 ",NO,"$40,172 ",48.70%,40172
1159,Research & Development,Manufacturing Director,2,9,"$5,042 ",NO,"$18,168 ",48.70%,18168
168,Sales,Sales Executive,2,8,"$8,686 ",NO,"$32,744 ",48.70%,32744
519,Research & Development,Research Scientist,1,10,"$2,720 ",NO,"$9,880 ",48.70%,9880
113,Research & Development,Laboratory Technician,1,5,"$2,774 ",NO,"$10,096 ",48.70%,10096
311,Research & Development,Laboratory Technician,3,24,"$5,210 ",NO,"$17,840 ",48.70%,17840
1233,Research & Development,Research Scientist,1,10,"$2,862 ",NO,"$10,448 ",48.70%,10448
783,Research & Development,Research Scientist,1,10,"$3,376 ",NO,"$12,504 ",48.70%,12504
82,Sales,Sales Executive,3,1,"$10,239 ",NO,"$37,956 ",48.70%,37956
1072,Research & Development,Laboratory Technician,1,3,"$3,180 ",NO,"$11,720 ",48.70%,11720
680,Research & Development,Research Scientist,1,6,"$4,678 ",NO,"$17,712 ",48.70%,17712
1223,Sales,Sales Executive,4,23,"$12,936 ",NO,"$47,744 ",48.70%,47744
642,Sales,Sales Representative,1,2,"$2,899 ",NO,"$10,596 ",48.70%,10596
475,Sales,Sales Executive,2,5,"$6,272 ",NO,"$23,088 ",48.70%,23088
129,Research & Development,Manufacturing Director,2,15,"$6,567 ",NO,"$24,268 ",48.70%,24268
289,Research & Development,Research Scientist,1,5,"$3,310 ",NO,"$12,240 ",48.70%,12240
442,Sales,Sales Executive,3,10,"$9,980 ",NO,"$36,920 ",48.70%,36920
1242,Sales,Manager,5,21,"$19,833 ",NO,"$74,332 ",48.70%,74332
148,Research & Development,Laboratory Technician,1,5,"$2,238 ",NO,"$7,952 ",48.70%,7952
1434,Sales,Sales Representative,1,9,"$3,482 ",NO,"$12,928 ",48.70%,12928
461,Sales,Sales Executive,2,5,"$4,859 ",NO,"$17,436 ",48.70%,17436
735,Research & Development,Healthcare Representative,2,2,"$4,240 ",NO,"$14,960 ",48.70%,14960
1415,Research & Development,Laboratory Technician,1,1,"$2,008 ",NO,"$7,032 ",48.70%,7032
1291,Research & Development,Manufacturing Director,2,10,"$4,213 ",NO,"$14,852 ",48.70%,14852
760,Sales,Sales Executive,3,15,"$7,525 ",NO,"$27,100 ",48.70%,27100
1409,Research & Development,Laboratory Technician,2,10,"$6,323 ",NO,"$23,292 ",48.70%,23292
166,Research & Development,Research Scientist,1,9,"$2,451 ",NO,"$8,804 ",48.70%,8804
383,Research & Development,Research Scientist,1,2,"$2,244 ",NO,"$7,976 ",48.70%,7976
834,Sales,Sales Executive,2,6,"$5,714 ",NO,"$20,856 ",48.70%,20856
792,Research & Development,Research Scientist,2,13,"$4,508 ",NO,"$16,032 ",48.70%,16032
890,Research & Development,Manufacturing Director,3,5,"$10,502 ",NO,"$39,008 ",48.70%,39008
1363,Sales,Sales Executive,2,10,"$5,487 ",NO,"$19,948 ",48.70%,19948
76,Sales,Sales Executive,2,15,"$4,312 ",NO,"$15,248 ",48.70%,15248
817,Research & Development,Manufacturing Director,2,11,"$7,779 ",NO,"$29,116 ",48.70%,29116
1286,Research & Development,Laboratory Technician,1,4,"$3,377 ",NO,"$12,508 ",48.70%,12508
1002,Research & Development,Manufacturing Director,3,2,"$9,362 ",NO,"$34,448 ",48.70%,34448
530,Research & Development,Manufacturing Director,3,9,"$7,412 ",NO,"$26,648 ",48.70%,26648
768,Sales,Sales Executive,2,7,"$8,396 ",NO,"$31,584 ",48.70%,31584
1361,Research & Development,Laboratory Technician,1,7,"$2,544 ",NO,"$9,176 ",48.70%,9176
896,Research & Development,Healthcare Representative,2,10,"$6,812 ",NO,"$25,248 ",48.70%,25248
893,Research & Development,Research Scientist,1,3,"$3,760 ",NO,"$14,040 ",48.70%,14040
1018,Research & Development,Laboratory Technician,2,10,"$5,810 ",NO,"$21,240 ",48.70%,21240
162,Research & Development,Research Scientist,1,5,"$2,713 ",NO,"$9,852 ",48.70%,9852
1268,Research & Development,Manufacturing Director,4,3,"$12,965 ",NO,"$47,860 ",48.70%,47860
1253,Sales,Sales Executive,2,11,"$5,147 ",NO,"$18,588 ",48.70%,18588
